Resultados com fitness sendo Valores
109 | 109 | 99 | 68 | 97, 95
117 | 117 | 100 | 66 | 98, 93
99 | 99 | 97 | 46 | 99, 97
78 | 78 | 98 | 62 | 104, 120
105 | 105 | 96 | 32 | 105, 96
106 | 106 | 100 | 40 | 106, 100
117 | 117 | 100 | 94 | 117, 100
117 | 117 | 100 | 87 | 98, 93
105 | 105 | 96 | 68 | 105, 96
98 | 98 | 93 | 38 | 84, 88
98 | 98 | 93 | 11 | 91, 91
117 | 117 | 100 | 83 | 98, 93
91 | 91 | 91 | 68 | 77, 86
87 | 87 | 93 | 18 | 80, 91
109 | 109 | 99 | 78 | 137, 140
117 | 117 | 100 | 32 | 103, 95
103 | 103 | 95 | 37 | 89, 98
109 | 109 | 99 | 71 | 109, 99
117 | 117 | 100 | 80 | 105, 96
117 | 117 | 100 | 42 | 98, 93
109 | 109 | 99 | 78 | 90, 92
117 | 117 | 100 | 25 | 117, 100
91 | 91 | 91 | 97 | 89, 98
117 | 117 | 100 | 46 | 105, 96
90 | 90 | 92 | 0 | 90, 92
106 | 106 | 100 | 95 | 106, 100
79 | 79 | 85 | 92 | 79, 85
106 | 106 | 100 | 88 | 106, 100
98 | 98 | 93 | 70 | 84, 88
89 | 89 | 98 | 67 | 89, 98
109 | 109 | 99 | 73 | 97, 95
105 | 105 | 96 | 37 | 91, 91
78 | 78 | 98 | 73 | 78, 98
105 | 105 | 96 | 68 | 105, 96
103 | 103 | 95 | 60 | 77, 86
87 | 87 | 93 | 33 | 80, 91
117 | 117 | 100 | 62 | 58, 48
87 | 87 | 93 | 27 | 85, 100
105 | 105 | 96 | 7 | 91, 91
117 | 117 | 100 | 83 | 98, 93
99 | 99 | 97 | 35 | 92, 95
106 | 106 | 100 | 20 | 87, 93
99 | 99 | 97 | 49 | 85, 100
117 | 117 | 100 | 84 | 117, 100
117 | 117 | 100 | 64 | 98, 93
117 | 117 | 100 | 20 | 196, 185
87 | 87 | 93 | 34 | 87, 93
98 | 98 | 93 | 62 | 90, 92
103 | 103 | 95 | 91 | 84, 88
117 | 117 | 100 | 12 | 117, 100
109 | 109 | 99 | 12 | 83, 90
98 | 98 | 93 | 67 | 65, 69
117 | 117 | 100 | 3 | 103, 95
117 | 117 | 100 | 39 | 117, 100
105 | 105 | 96 | 67 | 91, 91
117 | 117 | 100 | 77 | 109, 99
105 | 105 | 96 | 67 | 105, 96
99 | 99 | 97 | 85 | 99, 97
105 | 105 | 96 | 77 | 91, 91
103 | 103 | 95 | 92 | 84, 88
117 | 117 | 100 | 69 | 103, 95
98 | 98 | 93 | 40 | 98, 93
97 | 97 | 95 | 33 | 83, 90
117 | 117 | 100 | 28 | 91, 91
98 | 98 | 93 | 75 | 84, 88
91 | 91 | 91 | 56 | 77, 86
98 | 98 | 93 | 31 | 90, 92
105 | 105 | 96 | 92 | 105, 96
117 | 117 | 100 | 1 | 85, 74
106 | 106 | 100 | 17 | 79, 74
117 | 117 | 100 | 13 | 117, 100
117 | 117 | 100 | 66 | 109, 99
98 | 98 | 93 | 7 | 84, 88
98 | 98 | 93 | 10 | 91, 91
117 | 117 | 100 | 45 | 117, 100
97 | 97 | 95 | 96 | 83, 90
109 | 109 | 99 | 8 | 90, 92
105 | 105 | 96 | 20 | 98, 93
117 | 117 | 100 | 76 | 76, 69
105 | 105 | 96 | 8 | 91, 91
78 | 78 | 98 | 94 | 78, 98
117 | 117 | 100 | 55 | 91, 91
80 | 80 | 91 | 95 | 80, 91
105 | 105 | 96 | 39 | 98, 93
103 | 103 | 95 | 86 | 89, 98
98 | 98 | 93 | 7 | 135, 147
91 | 91 | 91 | 51 | 83, 90
117 | 117 | 100 | 86 | 117, 100
98 | 98 | 93 | 17 | 98, 93
117 | 117 | 100 | 25 | 109, 99
109 | 109 | 99 | 49 | 83, 90
117 | 117 | 100 | 85 | 103, 95
105 | 105 | 96 | 51 | 91, 91
89 | 89 | 98 | 54 | 85, 100
85 | 85 | 100 | 60 | 78, 98
98 | 98 | 93 | 21 | 98, 93
117 | 117 | 100 | 56 | 91, 91
117 | 117 | 100 | 9 | 98, 93
91 | 91 | 91 | 27 | 77, 86
106 | 106 | 100 | 42 | 92, 95
103 | 103 | 95 | 74 | 89, 98
89 | 89 | 98 | 88 | 89, 98
99 | 99 | 97 | 17 | 73, 88
98 | 98 | 93 | 91 | 84, 88
106 | 106 | 100 | 17 | 97, 95
99 | 99 | 97 | 36 | 92, 95
106 | 106 | 100 | 0 | 87, 93
99 | 99 | 97 | 23 | 79, 85
117 | 117 | 100 | 70 | 76, 69
105 | 105 | 96 | 16 | 79, 74
103 | 103 | 95 | 24 | 89, 98
106 | 106 | 100 | 22 | 80, 91
98 | 98 | 93 | 55 | 84, 88
106 | 106 | 100 | 11 | 92, 95
117 | 117 | 100 | 68 | 91, 91
109 | 109 | 99 | 48 | 76, 69
103 | 103 | 95 | 31 | 89, 98
97 | 97 | 95 | 14 | 97, 95
85 | 85 | 95 | 67 | 85, 95
105 | 105 | 96 | 89 | 76, 69
85 | 85 | 100 | 51 | 85, 100
105 | 105 | 96 | 90 | 105, 96
105 | 105 | 96 | 50 | 105, 96
91 | 91 | 91 | 85 | 83, 90
90 | 90 | 92 | 1 | 84, 88
117 | 117 | 100 | 0 | 117, 100
109 | 109 | 99 | 69 | 51, 64
106 | 106 | 100 | 5 | 105, 96
99 | 99 | 97 | 49 | 87, 93
106 | 106 | 100 | 24 | 97, 95
117 | 117 | 100 | 49 | 117, 100
109 | 109 | 99 | 22 | 103, 95
89 | 89 | 98 | 67 | 89, 98
117 | 117 | 100 | 8 | 117, 100
117 | 117 | 100 | 27 | 103, 95
91 | 91 | 91 | 86 | 83, 90
97 | 97 | 95 | 23 | 91, 91
98 | 98 | 93 | 40 | 58, 66
105 | 105 | 96 | 5 | 105, 96
117 | 117 | 100 | 29 | 117, 100
109 | 109 | 99 | 5 | 97, 95
105 | 105 | 96 | 58 | 97, 95
109 | 109 | 99 | 51 | 109, 99
117 | 117 | 100 | 92 | 117, 100
91 | 91 | 91 | 75 | 77, 86
105 | 105 | 96 | 26 | 105, 96
97 | 97 | 95 | 56 | 97, 95
106 | 106 | 100 | 35 | 87, 93
105 | 105 | 96 | 85 | 105, 96
98 | 98 | 93 | 33 | 91, 91
109 | 109 | 99 | 28 | 97, 95
103 | 103 | 95 | 11 | 89, 98
78 | 78 | 98 | 51 | 78, 98
117 | 117 | 100 | 48 | 117, 100
117 | 117 | 100 | 70 | 91, 91
117 | 117 | 100 | 15 | 117, 100
109 | 109 | 99 | 17 | 97, 95
117 | 117 | 100 | 11 | 117, 100
106 | 106 | 100 | 23 | 106, 100
79 | 79 | 74 | 23 | 77, 81
117 | 117 | 100 | 87 | 105, 96
105 | 105 | 96 | 65 | 91, 91
117 | 117 | 100 | 20 | 103, 95
99 | 99 | 97 | 66 | 87, 93
92 | 92 | 95 | 63 | 92, 95
117 | 117 | 100 | 94 | 117, 100
117 | 117 | 100 | 88 | 117, 100
105 | 105 | 96 | 87 | 91, 91
89 | 89 | 98 | 0 | 89, 98
103 | 103 | 95 | 49 | 89, 98
117 | 117 | 100 | 54 | 103, 95
91 | 91 | 91 | 69 | 77, 86
117 | 117 | 100 | 68 | 105, 96
117 | 117 | 100 | 58 | 109, 99
103 | 103 | 95 | 42 | 89, 98
89 | 89 | 98 | 65 | 89, 98
89 | 89 | 98 | 81 | 71, 77
106 | 106 | 100 | 49 | 99, 97
117 | 117 | 100 | 57 | 105, 96
91 | 91 | 91 | 11 | 84, 88
89 | 89 | 98 | 7 | 89, 98
103 | 103 | 95 | 72 | 89, 98
89 | 89 | 98 | 8 | 89, 98
106 | 106 | 100 | 46 | 106, 100
98 | 98 | 93 | 25 | 90, 92
105 | 105 | 96 | 59 | 79, 74
117 | 117 | 100 | 55 | 109, 99
91 | 91 | 91 | 1 | 77, 86
105 | 105 | 96 | 80 | 91, 91
105 | 105 | 96 | 58 | 138, 139
85 | 85 | 100 | 87 | 77, 81
117 | 117 | 100 | 68 | 109, 99
117 | 117 | 100 | 36 | 109, 99
77 | 77 | 81 | 43 | 77, 81
117 | 117 | 100 | 33 | 103, 95
117 | 117 | 100 | 65 | 91, 91
109 | 109 | 99 | 33 | 83, 90
117 | 117 | 100 | 44 | 103, 95
98 | 98 | 93 | 61 | 98, 93
97 | 97 | 95 | 39 | 97, 95
117 | 117 | 100 | 32 | 109, 99
109 | 109 | 99 | 5 | 97, 95
117 | 117 | 100 | 76 | 105, 96
117 | 117 | 100 | 10 | 105, 96
117 | 117 | 100 | 37 | 98, 93
117 | 117 | 100 | 58 | 164, 148
105 | 105 | 96 | 31 | 97, 95
109 | 109 | 99 | 27 | 90, 92
99 | 99 | 97 | 97 | 99, 97
105 | 105 | 96 | 96 | 105, 96
98 | 98 | 93 | 93 | 90, 92
99 | 99 | 97 | 88 | 99, 97
106 | 106 | 100 | 80 | 106, 100
117 | 117 | 100 | 91 | 105, 96
97 | 97 | 95 | 74 | 91, 91
109 | 109 | 99 | 35 | 76, 69
105 | 105 | 96 | 43 | 105, 96
106 | 106 | 100 | 18 | 106, 100
117 | 117 | 100 | 43 | 109, 99
103 | 103 | 95 | 1 | 103, 95
98 | 98 | 93 | 49 | 84, 88
99 | 99 | 97 | 60 | 99, 97
105 | 105 | 96 | 14 | 97, 95
78 | 78 | 98 | 54 | 78, 98
106 | 106 | 100 | 63 | 106, 100
79 | 79 | 74 | 57 | 77, 81
103 | 103 | 95 | 54 | 89, 98
85 | 85 | 100 | 52 | 85, 100
99 | 99 | 97 | 10 | 99, 97
117 | 117 | 100 | 4 | 117, 100
106 | 106 | 100 | 51 | 106, 100
89 | 89 | 98 | 0 | 89, 98
105 | 105 | 96 | 21 | 98, 93
117 | 117 | 100 | 47 | 103, 95
89 | 89 | 98 | 43 | 89, 98
117 | 117 | 100 | 63 | 98, 93
98 | 98 | 93 | 29 | 84, 88
117 | 117 | 100 | 39 | 91, 91
105 | 105 | 96 | 96 | 91, 91
105 | 105 | 96 | 69 | 105, 96
99 | 99 | 97 | 86 | 99, 97
106 | 106 | 100 | 79 | 87, 93
105 | 105 | 96 | 98 | 105, 96
98 | 98 | 93 | 53 | 84, 88
109 | 109 | 99 | 57 | 90, 92
105 | 105 | 96 | 92 | 91, 91
78 | 78 | 98 | 29 | 78, 98
85 | 85 | 100 | 30 | 77, 81
106 | 106 | 100 | 51 | 99, 97
117 | 117 | 100 | 65 | 109, 99
87 | 87 | 93 | 82 | 80, 91
117 | 117 | 100 | 25 | 109, 99
77 | 77 | 81 | 86 | 77, 81
106 | 106 | 100 | 48 | 99, 97
98 | 98 | 93 | 52 | 91, 91
117 | 117 | 100 | 33 | 91, 78
99 | 99 | 97 | 59 | 73, 88
117 | 117 | 100 | 88 | 109, 99
98 | 98 | 93 | 29 | 84, 88
103 | 103 | 95 | 30 | 89, 98
117 | 117 | 100 | 5 | 103, 95
89 | 89 | 98 | 31 | 89, 98
91 | 91 | 91 | 59 | 83, 90
109 | 109 | 99 | 29 | 83, 90
117 | 117 | 100 | 90 | 103, 95
89 | 89 | 98 | 63 | 89, 98
90 | 90 | 92 | 35 | 89, 98
79 | 79 | 85 | 50 | 79, 85
117 | 117 | 100 | 48 | 98, 93
80 | 80 | 91 | 57 | 80, 91
109 | 109 | 99 | 83 | 109, 99
97 | 97 | 95 | 73 | 97, 95
117 | 117 | 100 | 50 | 117, 100
98 | 98 | 93 | 34 | 90, 92
106 | 106 | 100 | 62 | 80, 91
117 | 117 | 100 | 57 | 109, 99
98 | 98 | 93 | 35 | 98, 93
105 | 105 | 96 | 23 | 97, 95
117 | 117 | 100 | 13 | 117, 100
105 | 105 | 96 | 47 | 91, 91
109 | 109 | 99 | 91 | 103, 95
109 | 109 | 99 | 17 | 90, 92
117 | 117 | 100 | 94 | 99, 97
117 | 117 | 100 | 96 | 76, 69
109 | 109 | 99 | 25 | 97, 95
99 | 99 | 97 | 68 | 92, 95
91 | 91 | 91 | 88 | 77, 86
117 | 117 | 100 | 95 | 117, 100
117 | 117 | 100 | 4 | 117, 100
106 | 106 | 100 | 22 | 92, 95
109 | 109 | 99 | 87 | 103, 95
117 | 117 | 100 | 23 | 117, 100
117 | 117 | 100 | 23 | 109, 99
87 | 87 | 93 | 3 | 73, 88
117 | 117 | 100 | 55 | 103, 95
117 | 117 | 100 | 68 | 117, 100
85 | 85 | 100 | 79 | 78, 98
99 | 99 | 97 | 77 | 99, 97
117 | 117 | 100 | 95 | 117, 100
117 | 117 | 100 | 17 | 103, 95
90 | 90 | 92 | 39 | 90, 92
109 | 109 | 99 | 59 | 65, 69
98 | 98 | 93 | 14 | 84, 88
103 | 103 | 95 | 41 | 77, 86
117 | 117 | 100 | 45 | 117, 100
106 | 106 | 100 | 27 | 80, 91
117 | 117 | 100 | 32 | 117, 100
117 | 117 | 100 | 9 | 98, 93
103 | 103 | 95 | 7 | 99, 97
105 | 105 | 96 | 85 | 105, 96
91 | 91 | 91 | 93 | 91, 91
97 | 97 | 95 | 70 | 91, 91
91 | 91 | 91 | 19 | 91, 91
117 | 117 | 100 | 0 | 103, 95
103 | 103 | 95 | 59 | 89, 98
83 | 83 | 90 | 7 | 77, 86
98 | 98 | 93 | 66 | 98, 93
105 | 105 | 96 | 11 | 76, 69
117 | 117 | 100 | 28 | 105, 96
106 | 106 | 100 | 78 | 92, 95
109 | 109 | 99 | 41 | 109, 99
117 | 117 | 100 | 76 | 91, 91
117 | 117 | 100 | 25 | 105, 96
89 | 89 | 98 | 0 | 89, 98
117 | 117 | 100 | 54 | 98, 93
98 | 98 | 93 | 59 | 98, 93
89 | 89 | 98 | 37 | 84, 88
105 | 105 | 96 | 75 | 105, 96
92 | 92 | 95 | 32 | 92, 95
117 | 117 | 100 | 84 | 91, 91
97 | 97 | 95 | 47 | 83, 90
99 | 99 | 97 | 41 | 92, 95
103 | 103 | 95 | 23 | 77, 86
91 | 91 | 91 | 71 | 91, 91
99 | 99 | 97 | 61 | 92, 95
106 | 106 | 100 | 2 | 87, 93
98 | 98 | 93 | 17 | 84, 88
87 | 87 | 93 | 30 | 80, 91
117 | 117 | 100 | 17 | 98, 93
117 | 117 | 100 | 8 | 109, 99
117 | 117 | 100 | 61 | 194, 194
109 | 109 | 99 | 16 | 76, 69
117 | 117 | 100 | 31 | 103, 95
83 | 83 | 90 | 68 | 83, 90
98 | 98 | 93 | 69 | 98, 93
98 | 98 | 93 | 58 | 98, 93
109 | 109 | 99 | 77 | 83, 90
92 | 92 | 95 | 57 | 80, 91
103 | 103 | 95 | 54 | 77, 86
105 | 105 | 96 | 63 | 97, 95
91 | 91 | 91 | 27 | 77, 86
105 | 105 | 96 | 33 | 91, 91
117 | 117 | 100 | 14 | 91, 91
117 | 117 | 100 | 91 | 109, 99
117 | 117 | 100 | 36 | 109, 99
85 | 85 | 95 | 2 | 85, 95
85 | 85 | 100 | 64 | 78, 98
98 | 98 | 93 | 81 | 84, 88
105 | 105 | 96 | 20 | 97, 95
117 | 117 | 100 | 41 | 98, 93
77 | 77 | 86 | 11 | 77, 86
91 | 91 | 91 | 98 | 77, 86
99 | 99 | 97 | 56 | 87, 93
105 | 105 | 96 | 3 | 97, 95
105 | 105 | 96 | 69 | 97, 95
105 | 105 | 96 | 97 | 97, 95
99 | 99 | 97 | 60 | 85, 100
106 | 106 | 100 | 5 | 106, 100
98 | 98 | 93 | 80 | 90, 92
98 | 98 | 93 | 63 | 84, 88
105 | 105 | 96 | 31 | 97, 95
91 | 91 | 91 | 58 | 89, 98
105 | 105 | 96 | 52 | 91, 91
117 | 117 | 100 | 30 | 103, 95
105 | 105 | 96 | 39 | 91, 91
85 | 85 | 100 | 27 | 77, 81
91 | 91 | 91 | 75 | 89, 98
117 | 117 | 100 | 52 | 117, 100
117 | 117 | 100 | 48 | 117, 100
117 | 117 | 100 | 28 | 117, 100
109 | 109 | 99 | 21 | 83, 90
97 | 97 | 95 | 36 | 150, 143
117 | 117 | 100 | 78 | 105, 96
117 | 117 | 100 | 30 | 135, 121
105 | 105 | 96 | 68 | 91, 91
79 | 79 | 74 | 34 | 77, 81
117 | 117 | 100 | 44 | 105, 96
117 | 117 | 100 | 17 | 105, 96
103 | 103 | 95 | 16 | 89, 98
109 | 109 | 99 | 47 | 90, 92
89 | 89 | 98 | 79 | 89, 98
117 | 117 | 100 | 55 | 117, 100
99 | 99 | 97 | 44 | 99, 97
99 | 99 | 97 | 40 | 99, 97
98 | 98 | 93 | 47 | 91, 91
109 | 109 | 99 | 59 | 90, 92
91 | 91 | 78 | 94 | 77, 81
98 | 98 | 93 | 9 | 84, 88
91 | 91 | 78 | 87 | 77, 81
105 | 105 | 96 | 95 | 97, 95
103 | 103 | 95 | 79 | 103, 95
117 | 117 | 100 | 8 | 103, 95
91 | 91 | 91 | 36 | 83, 90
99 | 99 | 97 | 67 | 85, 100
80 | 80 | 91 | 5 | 80, 91
89 | 89 | 98 | 87 | 89, 98
117 | 117 | 100 | 92 | 117, 100
117 | 117 | 100 | 26 | 103, 95
103 | 103 | 95 | 71 | 71, 77
89 | 89 | 98 | 68 | 89, 98
117 | 117 | 100 | 91 | 109, 99
78 | 78 | 98 | 31 | 78, 98
80 | 80 | 91 | 87 | 80, 91
117 | 117 | 100 | 82 | 91, 91
105 | 105 | 96 | 87 | 91, 91
103 | 103 | 95 | 50 | 44, 43
99 | 99 | 97 | 55 | 92, 95
105 | 105 | 96 | 46 | 91, 91
117 | 117 | 100 | 68 | 103, 95
97 | 97 | 95 | 43 | 91, 91
98 | 98 | 93 | 85 | 91, 91
109 | 109 | 99 | 63 | 109, 99
98 | 98 | 93 | 62 | 98, 93
117 | 117 | 100 | 42 | 76, 69
106 | 106 | 100 | 71 | 99, 97
90 | 90 | 92 | 98 | 83, 90
109 | 109 | 99 | 59 | 103, 95
109 | 109 | 99 | 33 | 83, 90
99 | 99 | 97 | 65 | 85, 100
83 | 83 | 90 | 41 | 77, 86
117 | 117 | 100 | 67 | 98, 93
103 | 103 | 95 | 94 | 77, 86
106 | 106 | 100 | 86 | 106, 100
