Resultados com fitness sendo Valores
117 | 117 | 100 | 19 | 103, 95
105 | 105 | 96 | 97 | 91, 91
105 | 105 | 96 | 11 | 98, 93
92 | 92 | 95 | 59 | 92, 95
98 | 98 | 93 | 26 | 90, 92
109 | 109 | 99 | 86 | 97, 95
105 | 105 | 96 | 61 | 97, 95
117 | 117 | 100 | 46 | 109, 99
78 | 78 | 98 | 7 | 73, 88
117 | 117 | 100 | 33 | 103, 95
117 | 117 | 100 | 58 | 91, 91
105 | 105 | 96 | 68 | 91, 91
117 | 117 | 100 | 32 | 117, 100
117 | 117 | 100 | 49 | 109, 99
98 | 98 | 93 | 15 | 84, 88
109 | 109 | 99 | 10 | 90, 92
98 | 98 | 93 | 90 | 98, 93
117 | 117 | 100 | 12 | 117, 100
98 | 98 | 93 | 51 | 98, 93
117 | 117 | 100 | 97 | 85, 74
87 | 87 | 93 | 88 | 85, 100
99 | 99 | 97 | 2 | 99, 97
105 | 105 | 96 | 29 | 105, 96
117 | 117 | 100 | 98 | 117, 100
117 | 117 | 100 | 73 | 91, 91
89 | 89 | 98 | 42 | 89, 98
109 | 109 | 99 | 75 | 109, 99
117 | 117 | 100 | 59 | 117, 100
106 | 106 | 100 | 4 | 87, 93
117 | 117 | 100 | 34 | 109, 99
89 | 89 | 98 | 11 | 89, 98
78 | 78 | 98 | 8 | 77, 81
98 | 98 | 93 | 27 | 98, 93
103 | 103 | 95 | 55 | 77, 86
117 | 117 | 100 | 91 | 117, 100
106 | 106 | 100 | 98 | 99, 97
105 | 105 | 96 | 34 | 109, 112
92 | 92 | 95 | 22 | 78, 98
105 | 105 | 96 | 68 | 91, 91
117 | 117 | 100 | 36 | 105, 96
103 | 103 | 95 | 31 | 89, 98
90 | 90 | 92 | 19 | 90, 92
92 | 92 | 95 | 64 | 78, 98
87 | 87 | 93 | 79 | 85, 100
106 | 106 | 100 | 0 | 92, 95
85 | 85 | 95 | 21 | 85, 95
106 | 106 | 100 | 83 | 87, 93
117 | 117 | 100 | 96 | 91, 91
103 | 103 | 95 | 93 | 77, 86
117 | 117 | 100 | 49 | 103, 95
103 | 103 | 95 | 74 | 84, 88
117 | 117 | 100 | 62 | 103, 95
109 | 109 | 99 | 42 | 109, 99
117 | 117 | 100 | 30 | 109, 99
117 | 117 | 100 | 54 | 91, 91
99 | 99 | 97 | 69 | 99, 97
117 | 117 | 100 | 27 | 117, 100
105 | 105 | 96 | 72 | 97, 95
97 | 97 | 95 | 98 | 83, 90
109 | 109 | 99 | 91 | 97, 95
89 | 89 | 98 | 3 | 89, 98
105 | 105 | 96 | 80 | 97, 95
99 | 99 | 97 | 22 | 73, 88
109 | 109 | 99 | 86 | 90, 92
105 | 105 | 96 | 43 | 97, 95
89 | 89 | 98 | 42 | 89, 98
117 | 117 | 100 | 83 | 109, 99
106 | 106 | 100 | 74 | 106, 100
89 | 89 | 98 | 15 | 89, 98
80 | 80 | 91 | 6 | 80, 91
91 | 91 | 91 | 57 | 77, 86
117 | 117 | 100 | 80 | 98, 93
84 | 84 | 88 | 62 | 77, 86
89 | 89 | 98 | 5 | 89, 98
105 | 105 | 96 | 47 | 97, 95
106 | 106 | 100 | 87 | 99, 97
117 | 117 | 100 | 68 | 91, 91
89 | 89 | 98 | 56 | 89, 98
117 | 117 | 100 | 76 | 117, 100
117 | 117 | 100 | 50 | 109, 99
80 | 80 | 91 | 90 | 73, 88
92 | 92 | 95 | 97 | 80, 91
109 | 109 | 99 | 76 | 83, 90
89 | 89 | 98 | 93 | 89, 98
109 | 109 | 99 | 0 | 109, 99
109 | 109 | 99 | 89 | 97, 95
109 | 109 | 99 | 85 | 103, 95
103 | 103 | 95 | 13 | 103, 95
109 | 109 | 99 | 52 | 109, 99
117 | 117 | 100 | 33 | 103, 95
109 | 109 | 99 | 18 | 90, 92
109 | 109 | 99 | 24 | 109, 99
106 | 106 | 100 | 93 | 106, 100
105 | 105 | 96 | 29 | 105, 96
77 | 77 | 81 | 98 | 77, 81
98 | 98 | 93 | 90 | 90, 92
109 | 109 | 99 | 72 | 103, 95
91 | 91 | 91 | 68 | 77, 86
117 | 117 | 100 | 35 | 103, 95
103 | 103 | 95 | 82 | 77, 86
91 | 91 | 91 | 32 | 83, 90
106 | 106 | 100 | 9 | 106, 100
109 | 109 | 99 | 97 | 103, 95
106 | 106 | 100 | 98 | 99, 97
98 | 98 | 93 | 1 | 98, 93
106 | 106 | 100 | 46 | 106, 100
97 | 97 | 95 | 99 | 97, 95
97 | 97 | 95 | 63 | 91, 91
91 | 91 | 91 | 74 | 91, 91
117 | 117 | 100 | 98 | 117, 100
89 | 89 | 98 | 3 | 89, 98
97 | 97 | 95 | 16 | 90, 92
105 | 105 | 96 | 28 | 98, 93
91 | 91 | 91 | 31 | 77, 86
99 | 99 | 97 | 61 | 99, 97
98 | 98 | 93 | 49 | 98, 93
109 | 109 | 99 | 32 | 103, 95
117 | 117 | 100 | 47 | 91, 91
105 | 105 | 96 | 49 | 91, 91
105 | 105 | 96 | 69 | 97, 95
117 | 117 | 100 | 39 | 117, 100
117 | 117 | 100 | 55 | 98, 93
85 | 85 | 95 | 29 | 85, 95
91 | 91 | 91 | 30 | 91, 91
109 | 109 | 99 | 85 | 142, 150
105 | 105 | 96 | 56 | 97, 95
109 | 109 | 99 | 3 | 109, 99
105 | 105 | 96 | 14 | 105, 96
105 | 105 | 96 | 4 | 91, 91
117 | 117 | 100 | 41 | 103, 95
117 | 117 | 100 | 28 | 117, 100
103 | 103 | 95 | 24 | 77, 86
109 | 109 | 99 | 84 | 83, 90
109 | 109 | 99 | 46 | 83, 90
117 | 117 | 100 | 37 | 79, 74
103 | 103 | 95 | 14 | 77, 86
85 | 85 | 95 | 90 | 85, 95
117 | 117 | 100 | 75 | 109, 99
97 | 97 | 95 | 45 | 90, 92
117 | 117 | 100 | 11 | 117, 100
105 | 105 | 96 | 56 | 91, 91
117 | 117 | 100 | 32 | 103, 95
103 | 103 | 95 | 66 | 77, 86
117 | 117 | 100 | 76 | 109, 99
105 | 105 | 96 | 38 | 97, 95
105 | 105 | 96 | 72 | 105, 96
98 | 98 | 93 | 4 | 76, 69
117 | 117 | 100 | 27 | 91, 91
109 | 109 | 99 | 15 | 97, 95
105 | 105 | 96 | 22 | 98, 93
117 | 117 | 100 | 4 | 91, 91
105 | 105 | 96 | 8 | 91, 91
99 | 99 | 97 | 44 | 99, 97
117 | 117 | 100 | 72 | 103, 95
117 | 117 | 100 | 70 | 98, 93
89 | 89 | 98 | 74 | 89, 98
105 | 105 | 96 | 26 | 91, 91
109 | 109 | 99 | 38 | 83, 90
117 | 117 | 100 | 4 | 117, 100
109 | 109 | 99 | 0 | 109, 99
98 | 98 | 93 | 91 | 98, 93
89 | 89 | 98 | 61 | 89, 98
97 | 97 | 95 | 13 | 97, 95
117 | 117 | 100 | 45 | 117, 100
98 | 98 | 93 | 18 | 84, 88
106 | 106 | 100 | 14 | 87, 93
98 | 98 | 93 | 59 | 98, 93
105 | 105 | 96 | 27 | 105, 96
117 | 117 | 100 | 50 | 103, 95
106 | 106 | 100 | 62 | 106, 100
117 | 117 | 100 | 70 | 98, 93
85 | 85 | 95 | 88 | 79, 85
106 | 106 | 100 | 55 | 99, 97
117 | 117 | 100 | 80 | 109, 99
105 | 105 | 96 | 18 | 105, 96
85 | 85 | 100 | 75 | 78, 98
117 | 117 | 100 | 21 | 109, 99
117 | 117 | 100 | 58 | 105, 96
98 | 98 | 93 | 68 | 90, 92
89 | 89 | 98 | 72 | 89, 98
106 | 106 | 100 | 40 | 80, 91
117 | 117 | 100 | 91 | 58, 48
117 | 117 | 100 | 71 | 117, 100
98 | 98 | 93 | 90 | 84, 88
117 | 117 | 100 | 79 | 117, 100
117 | 117 | 100 | 64 | 76, 69
91 | 91 | 91 | 87 | 91, 91
117 | 117 | 100 | 1 | 117, 100
89 | 89 | 98 | 94 | 89, 98
98 | 98 | 93 | 94 | 84, 88
103 | 103 | 95 | 95 | 84, 88
117 | 117 | 100 | 99 | 98, 93
105 | 105 | 96 | 68 | 97, 95
99 | 99 | 97 | 0 | 99, 97
105 | 105 | 96 | 83 | 105, 96
117 | 117 | 100 | 64 | 98, 93
105 | 105 | 96 | 83 | 91, 91
109 | 109 | 99 | 63 | 90, 92
105 | 105 | 96 | 6 | 91, 91
117 | 117 | 100 | 25 | 105, 96
97 | 97 | 95 | 83 | 90, 92
103 | 103 | 95 | 42 | 84, 88
98 | 98 | 93 | 0 | 90, 92
106 | 106 | 100 | 27 | 106, 100
105 | 105 | 96 | 62 | 105, 96
99 | 99 | 97 | 94 | 92, 95
99 | 99 | 97 | 80 | 85, 100
89 | 89 | 98 | 55 | 89, 98
83 | 83 | 90 | 63 | 83, 90
90 | 90 | 92 | 5 | 116, 114
117 | 117 | 100 | 90 | 117, 100
103 | 103 | 95 | 88 | 91, 91
97 | 97 | 95 | 90 | 90, 92
92 | 92 | 95 | 62 | 92, 95
99 | 99 | 97 | 52 | 99, 97
98 | 98 | 93 | 29 | 84, 88
91 | 91 | 91 | 34 | 77, 86
98 | 98 | 93 | 22 | 90, 92
103 | 103 | 95 | 3 | 77, 86
105 | 105 | 96 | 52 | 65, 69
97 | 97 | 95 | 73 | 97, 95
117 | 117 | 100 | 37 | 117, 100
89 | 89 | 98 | 40 | 89, 98
117 | 117 | 100 | 71 | 117, 100
98 | 98 | 93 | 20 | 84, 88
78 | 78 | 98 | 12 | 77, 81
117 | 117 | 100 | 64 | 91, 91
117 | 117 | 100 | 56 | 117, 100
105 | 105 | 96 | 65 | 105, 96
109 | 109 | 99 | 80 | 109, 99
105 | 105 | 96 | 19 | 91, 91
85 | 85 | 100 | 66 | 77, 81
105 | 105 | 96 | 24 | 105, 96
87 | 87 | 93 | 23 | 73, 88
109 | 109 | 99 | 23 | 97, 95
117 | 117 | 100 | 33 | 98, 93
109 | 109 | 99 | 38 | 90, 92
106 | 106 | 100 | 73 | 87, 93
91 | 91 | 91 | 79 | 89, 98
99 | 99 | 97 | 48 | 73, 88
117 | 117 | 100 | 16 | 117, 100
109 | 109 | 99 | 90 | 97, 95
117 | 117 | 100 | 96 | 97, 95
106 | 106 | 100 | 58 | 87, 93
90 | 90 | 92 | 67 | 83, 90
117 | 117 | 100 | 51 | 117, 100
117 | 117 | 100 | 40 | 117, 100
117 | 117 | 100 | 21 | 117, 100
105 | 105 | 96 | 62 | 98, 93
117 | 117 | 100 | 29 | 135, 121
89 | 89 | 98 | 91 | 89, 98
91 | 91 | 91 | 55 | 84, 88
117 | 117 | 100 | 38 | 105, 96
117 | 117 | 100 | 66 | 117, 100
117 | 117 | 100 | 85 | 91, 91
106 | 106 | 100 | 72 | 92, 95
85 | 85 | 95 | 62 | 85, 95
98 | 98 | 93 | 35 | 84, 88
106 | 106 | 100 | 29 | 87, 93
105 | 105 | 96 | 31 | 91, 91
90 | 90 | 92 | 95 | 90, 92
117 | 117 | 100 | 42 | 117, 100
117 | 117 | 100 | 36 | 109, 99
103 | 103 | 95 | 37 | 103, 95
98 | 98 | 93 | 59 | 98, 93
89 | 89 | 98 | 72 | 89, 98
77 | 77 | 81 | 45 | 77, 81
117 | 117 | 100 | 9 | 117, 100
91 | 91 | 91 | 84 | 89, 98
103 | 103 | 95 | 50 | 76, 69
91 | 91 | 91 | 18 | 89, 98
105 | 105 | 96 | 41 | 105, 96
103 | 103 | 95 | 2 | 89, 98
91 | 91 | 91 | 57 | 77, 86
85 | 85 | 100 | 54 | 78, 98
117 | 117 | 100 | 29 | 105, 96
106 | 106 | 100 | 66 | 106, 100
91 | 91 | 91 | 52 | 77, 86
103 | 103 | 95 | 87 | 103, 95
106 | 106 | 100 | 76 | 92, 95
90 | 90 | 92 | 39 | 84, 88
105 | 105 | 96 | 35 | 105, 96
103 | 103 | 95 | 7 | 89, 98
109 | 109 | 99 | 68 | 97, 95
109 | 109 | 99 | 52 | 109, 99
80 | 80 | 91 | 55 | 80, 91
117 | 117 | 100 | 75 | 109, 99
109 | 109 | 99 | 87 | 83, 90
98 | 98 | 93 | 49 | 84, 88
106 | 106 | 100 | 3 | 99, 97
91 | 91 | 91 | 96 | 83, 90
117 | 117 | 100 | 85 | 105, 96
103 | 103 | 95 | 94 | 77, 86
109 | 109 | 99 | 95 | 90, 92
117 | 117 | 100 | 48 | 109, 99
90 | 90 | 92 | 6 | 90, 92
78 | 78 | 98 | 53 | 78, 98
105 | 105 | 96 | 14 | 105, 96
85 | 85 | 100 | 39 | 78, 98
109 | 109 | 99 | 38 | 109, 99
117 | 117 | 100 | 15 | 109, 99
117 | 117 | 100 | 77 | 117, 100
103 | 103 | 95 | 5 | 103, 95
117 | 117 | 100 | 28 | 105, 96
117 | 117 | 100 | 59 | 109, 99
117 | 117 | 100 | 97 | 58, 48
109 | 109 | 99 | 21 | 109, 99
89 | 89 | 98 | 24 | 89, 98
105 | 105 | 96 | 62 | 98, 93
117 | 117 | 100 | 86 | 117, 100
106 | 106 | 100 | 84 | 99, 97
117 | 117 | 100 | 96 | 117, 100
89 | 89 | 98 | 2 | 89, 98
117 | 117 | 100 | 11 | 105, 96
117 | 117 | 100 | 25 | 91, 91
98 | 98 | 93 | 31 | 90, 92
117 | 117 | 100 | 33 | 109, 99
117 | 117 | 100 | 16 | 117, 100
105 | 105 | 96 | 31 | 91, 91
109 | 109 | 99 | 58 | 103, 95
92 | 92 | 95 | 78 | 92, 95
105 | 105 | 96 | 21 | 105, 96
99 | 99 | 97 | 71 | 87, 93
106 | 106 | 100 | 69 | 99, 97
117 | 117 | 100 | 41 | 105, 96
117 | 117 | 100 | 74 | 117, 100
117 | 117 | 100 | 6 | 117, 100
105 | 105 | 96 | 6 | 91, 91
117 | 117 | 100 | 12 | 103, 95
117 | 117 | 100 | 74 | 117, 100
103 | 103 | 95 | 65 | 77, 86
117 | 117 | 100 | 13 | 117, 100
105 | 105 | 96 | 41 | 105, 96
117 | 117 | 100 | 21 | 91, 91
117 | 117 | 100 | 41 | 117, 100
